year,award,artist,music_title,winner
2017,Best Rap Performance,Cardi B,Bodak Yellow,False
2017,Best Rap Performance,Big Sean,Bounce Back,False
2017,Best Rap Performance,Kendrick Lamar,HUMBLE.,True
2017,Best Rap/Sung Performance,SZA,Love Galore,False
2017,Best Rap/Sung Performance,JAY-Z,Family Feud,False
2017,Best Rap/Sung Performance,Goldlink,Crew,False
2017,Best Rap/Sung Performance,6LACK,PRBLMS,False
2017,Best Rap/Sung Performance,Kendrick Lamar,LOYALTY.,True
2017,Best Reggae Album,Morgan Heritage,Avrakedabra,False
2017,Best Reggae Album,J Boog,Wash House Ting,False
2017,Best Reggae Album,Common Kings,Lost In Paradise,False
2017,Best Reggae Album,Chronixx,Chronology,False
2017,Best Reggae Album,Damian  Jr. Gong  Marley,Stony Hill,True
2017,Best Regional Mexican Music Album (Including Tejano),Alex Campos,Momentos,False
2017,Best Regional Mexican Music Album (Including Tejano),Julión Álvarez Y Su Norteño Banda,Ni Diablo Ni Santo,False
2017,Best Regional Mexican Music Album (Including Tejano),Aida Cuevas,Arrieros Somos Sesiones Acústicas,True
2017,Best Regional Roots Music Album,Josh Tatofi,Pua Kiele,False
2017,Best Regional Roots Music Album,Northern Cree,"Miyo Kekisepa, Make A Stand [Live]",False
2017,Best Regional Roots Music Album,Dwayne Dopsie,Top Of The Mountain,False
2017,Best Regional Roots Music Album,Lost Bayou Ramblers,Kalenda,True
2017,Best Rock Album,Queens Of The Stone Age,Villains,False
2017,Best Rock Album,Nothing More,The Stories We Tell Ourselves,False
2017,Best Rock Album,Metallica,Hardwired...To Self-Destruct,False
2017,Best Rock Album,Mastodon,Emperor Of Sand,False
2017,Best Rock Album,The War On Drugs,A Deeper Understanding,True
2017,Best Rock Performance,Nothing More,Go To War,False
2017,Best Rock Performance,Kaleo,No Good,False
2017,Best Rock Performance,Foo Fighters,Run,False
2017,Best Rock Performance,Chris Cornell,The Promise,False
2017,Best Rock Performance,Leonard Cohen,You Want It Darker,True
2017,Best Roots Gospel Album,Joseph Habedank,Resurrection,False
2017,Best Roots Gospel Album,Larry Cordle,Give Me Jesus,False
2017,Best Roots Gospel Album,The Collingsworth Family,The Best Of The Collingsworth Family - Volume 1,False
2017,Best Roots Gospel Album,Reba McEntire,Sing It Now: Songs Of Faith & Hope,True
2017,Best Song Written For Visual Media,Common,Stand Up For Something,False
2017,Best Song Written For Visual Media,Sia Furler,Never Give Up,False
2017,Best Song Written For Visual Media,Jack Antonoff,I Don't Wanna Live Forever,False
2017,Best Song Written For Visual Media,Justin Hurwitz,City Of Stars,False
2017,Best Song Written For Visual Media,Lin-Manuel Miranda,How Far I'll Go,True
2017,"Best Spoken Word Album (Includes Poetry, Audio Books & Storytelling)",Bernie Sanders,Our Revolution: A Future to Believe In,False
2017,"Best Spoken Word Album (Includes Poetry, Audio Books & Storytelling)",Shelly Peiken,Confessions Of A Serial Songwriter,False
2017,"Best Spoken Word Album (Includes Poetry, Audio Books & Storytelling)",Bruce Springsteen,Born To Run,False
2017,"Best Spoken Word Album (Includes Poetry, Audio Books & Storytelling)",Neil deGrasse Tyson,Astrophysics For People In A Hurry,False
2017,"Best Spoken Word Album (Includes Poetry, Audio Books & Storytelling)",Carrie Fisher,The Princess Diarist,True
2017,Best Traditional Blues Album,Guy Davis,Sonny & Brownie's Last Train,False
2017,Best Traditional Blues Album,R.L. Boyce,Roll And Tumble,False
2017,Best Traditional Blues Album,Elvin Bishop's Big Fun Trio,Elvin Bishop's Big Fun Trio,False
2017,Best Traditional Blues Album,Eric Bibb,Migration Blues,False
2017,Best Traditional Blues Album,The Rolling Stones,Blue & Lonesome,True
2017,Best Traditional Pop Vocal Album,Sarah McLachlan,Wonderland,False
2017,Best Traditional Pop Vocal Album,Seth MacFarlane,In Full Swing,False
2017,Best Traditional Pop Vocal Album,Bob Dylan,Triplicate,False
2017,Best Traditional Pop Vocal Album,Michael Bublé,Nobody But Me,False
2017,Best Traditional R&B Performance,Mali Music,Still,False
2017,Best Traditional R&B Performance,Ledisi,All The Way,False
2017,Best Traditional R&B Performance,Anthony Hamilton,What I'm Feelin',False
2017,Best Traditional R&B Performance,Childish Gambino,Redbone,True
2017,Best Tropical Latin Album,Diego El Cigala,Indestructible,False
2017,Best Tropical Latin Album,Silvestre Dangond,Gente Valiente,False
2017,Best Tropical Latin Album,Doug Beavers,Art Of The Arrangement,False
2017,Best Tropical Latin Album,Albita,Albita,False
2017,Best Urban Contemporary Album,SZA,Ctrl,False
2017,Best Urban Contemporary Album,Khalid,American Teen,False
2017,Best Urban Contemporary Album,Childish Gambino,"Awaken, My Love!",False
2017,Best Urban Contemporary Album,6LACK,Free 6LACK,False
2017,Best Urban Contemporary Album,The Weeknd,Starboy,True
2017,Best World Music Album,Tinariwen,Elwan,False
2017,Best World Music Album,Anat Cohen,Rosa Dos Ventos,False
2017,Best World Music Album,Buika,Para Mi,False
2017,Best World Music Album,Vicente Amigo,Memoria De Los Sentidos,False
2017,Best World Music Album,Ladysmith Black Mambazo,Shaka Zulu Revisited: 30th Anniversary Celebration,True
2017,Record Of The Year,Kendrick Lamar,HUMBLE.,False
2017,Record Of The Year,JAY-Z,The Story Of O.J.,False
2017,Record Of The Year,Luis Fonsi,Despacito,False
2017,Record Of The Year,Childish Gambino,Redbone,False
2017,Record Of The Year,Bruno Mars,24K Magic,True
2018,Album Of The Year,Janelle Monáe,Dirty Computer,False
2018,Album Of The Year,Post Malone,Beerbongs & Bentleys,False
2018,Album Of The Year,H.E.R.,H.E.R.,False
2018,Album Of The Year,Drake,Scorpion,False
2018,Album Of The Year,Brandi Carlile,"By The Way, I Forgive You",False
2018,Album Of The Year,Cardi B,Invasion Of Privacy,False
2018,Album Of The Year,Kacey Musgraves,Golden Hour,True
2018,Best Alternative Music Album,St. Vincent,Masseduction,False
2018,Best Alternative Music Album,Björk,Utopia,False
2018,Best Alternative Music Album,Arctic Monkeys,Tranquility Base Hotel + Casino,False
2018,Best Alternative Music Album,Beck,Colors,True
2018,Best American Roots Performance,Willie Nelson,Last Man Standing,False
2018,Best American Roots Performance,Anderson East,All On My Mind,False
2018,Best American Roots Performance,Jon Batiste,Saint James Infirmary Blues,False
2018,Best American Roots Performance,Sean Ardoin,Kick Rocks,False
2018,Best American Roots Performance,Brandi Carlile,The Joke,True
2018,Best Americana Album,The Wood Brothers,One Drop Of Truth,False
2018,Best Americana Album,Lee Ann Womack,"The Lonely, The Lonesome & The Gone",False
2018,Best Americana Album,John Prine,The Tree Of Forgiveness,False
2018,Best Americana Album,Bettye LaVette,Things Have Changed,False
2018,Best Americana Album,Brandi Carlile,"By The Way, I Forgive You",True
2018,Best Bluegrass Album,Special Consensus,Rivers And Roads,False
2018,Best Bluegrass Album,Sister Sadie,Sister Sadie II,False
2018,Best Bluegrass Album,Mike Barnett,Portraits In Fiddles,False
2018,Best Bluegrass Album,The Travelin' McCourys,The Travelin' McCourys,True
2018,Best Children's Album,The Pop Ups,Giants Of Science,False
2018,Best Children's Album,Falu,Falu's Bazaar,False
2018,Best Children's Album,Tim Kubart,Building Blocks,False
2018,Best Children's Album,Lucy Kalantari,All The Sounds,True
2018,Best Comedy Album,Chris Rock,Tamborine,False
2018,Best Comedy Album,Fred Armisen,Standup For Drummers,False
2018,Best Comedy Album,Jim Gaffigan,Noble Ape,False
2018,Best Comedy Album,Patton Oswalt,Annihilation,False
2018,Best Comedy Album,Dave Chappelle,Equanimity & The Bird Revelation,True
2018,Best Contemporary Blues Album,Victor Wainwright,Victor Wainwright And The Train,False
2018,Best Contemporary Blues Album,Boz Scaggs,Out Of The Blues,False
2018,Best Contemporary Blues Album,Danielle Nicole,Cry No More,False
2018,Best Contemporary Blues Album,Teresa James,Here In Babylon,False
2018,Best Contemporary Blues Album,Fantastic Negrito,Please Don't Be Dead,True
2018,Best Contemporary Christian Music Album,Zach Williams,Survivor: Live From Harding Prison,False
2018,Best Contemporary Christian Music Album,Michael W. Smith,Surrounded,False
2018,Best Contemporary Christian Music Album,Jesus Culture,Living With A Fire,False
2018,Best Contemporary Christian Music Album,Elevation Worship,Hallelujah Here Below,False
2018,Best Contemporary Christian Music Album,Lauren Daigle,Look Up Child,True
2018,Best Contemporary Instrumental Album,Simon Phillips,Protocol 4,False
2018,Best Contemporary Instrumental Album,Marcus Miller,Laid Black,False
2018,Best Contemporary Instrumental Album,Julian Lage,Modern Lore,False
2018,Best Contemporary Instrumental Album,Christian Scott aTunde Adjuah,The Emancipation Procrastination,False
2018,Best Contemporary Instrumental Album,Steve Gadd Band,Steve Gadd Band,True
2018,Best Country Album,Chris Stapleton,From A Room: Volume 2,False
2018,Best Country Album,Ashley McBryde,Girl Going Nowhere,False
2018,Best Country Album,Brothers Osborne,Port Saint Joe,False
2018,Best Country Album,Kelsea Ballerini,Unapologetically,False
2018,Best Country Album,Kacey Musgraves,Golden Hour,True
2018,Best Country Duo/Group Performance,Bebe Rexha,Meant To Be,False
2018,Best Country Duo/Group Performance,Maren Morris,Dear Hate,False
2018,Best Country Duo/Group Performance,Little Big Town,When Someone Stops Loving You,False
2018,Best Country Duo/Group Performance,Brothers Osborne,Shoot Me Straight,False
2018,Best Country Solo Performance,Keith Urban,Parallel Line,False
2018,Best Country Solo Performance,Chris Stapleton,Millionaire,False
2018,Best Country Solo Performance,Maren Morris,Mona Lisas And Mad Hatters,False
2018,Best Country Solo Performance,Loretta Lynn,Wouldn't It Be Great?,False
2018,Best Country Solo Performance,Kacey Musgraves,Butterflies,True
2018,Best Dance Recording,Virtual Self,Ghost Voices,False
2018,Best Dance Recording,Fisher,Losing It,False
2018,Best Dance Recording,Richard Bedford,Northern Soul,False
2018,Best Dance Recording,Silk City,Electricity,True
2018,Best Dance/Electronic Album,TOKiMONSTA,Lune Rouge,False
2018,Best Dance/Electronic Album,SOPHIE,Oil Of Every Pearl's Un-Insides,False
2018,Best Dance/Electronic Album,Sofi Tukker,Treehouse,False
2018,Best Dance/Electronic Album,Jon Hopkins,Singularity,False
2018,Best Dance/Electronic Album,Justice,Woman Worldwide,True
2018,Best Folk Album,Mary Gauthier,Rifles & Rosary Beads,False
2018,Best Folk Album,Dom Flemons,Black Cowboys,False
2018,Best Folk Album,Joan Baez,Whistle Down The Wind,False
2018,Best Folk Album,Punch Brothers,All Ashore,True
2018,Best Gospel Album,Brian Courtney Wilson,A Great Work,False
2018,Best Gospel Album,The Walls Group,The Other Side,False
2018,Best Gospel Album,Jonathan McReynolds,Make Room,False
2018,Best Gospel Album,Jekalyn Carr,One Nation Under God,False
2018,Best Gospel Album,Tori Kelly,Hiding Place,True
2018,Best Jazz Instrumental Album,Joshua Redman,Still Dreaming,False
2018,Best Jazz Instrumental Album,Brad Mehldau Trio,Seymour Reads The Constitution!,False
2018,Best Jazz Instrumental Album,Fred Hersch Trio,Live In Europe,False
2018,Best Jazz Instrumental Album,Tia Fuller,Diamond Cut,False
2018,Best Jazz Instrumental Album,The Wayne Shorter Quartet,Emanon,True
2018,Best Jazz Vocal Album,Raul Midón,If You Really Want,False
2018,Best Jazz Vocal Album,Kate McGarry,The Subject Tonight Is Love,False
2018,Best Jazz Vocal Album,Kurt Elling,The Questions,False
2018,Best Jazz Vocal Album,Freddy Cole,My Mood Is You,False
2018,Best Jazz Vocal Album,Cécile McLorin Salvant,The Window,True
2018,Best Large Jazz Ensemble Album,Jim McNeely,Barefoot Dances And Other Visions,False
2018,Best Large Jazz Ensemble Album,John Hollenbeck Large Ensemble,All Can Work,False
2018,Best Large Jazz Ensemble Album,Orrin Evans,Presence,False
2018,Best Large Jazz Ensemble Album,Scotty Barnhart,All About That Basie,False
2018,Best Latin Jazz Album,Miguel Zenón,Yo Soy La Tradición,False
2018,Best Latin Jazz Album,Elio Villafranca,Cinque,False
2018,Best Latin Jazz Album,Bobby Sanabria Multiverse Big Band,West Side Story Reimagined,False
2018,Best Latin Jazz Album,Eddie Daniels,Heart Of Brazil,False
2018,Best Latin Jazz Album,Dafnis Prieto Big Band,Back To The Sunset,True
2018,Best Latin Pop Album,Carlos Vives,Vives,False
2018,Best Latin Pop Album,Raquel Sofía,2:00 AM,False
2018,Best Latin Pop Album,Natalia Lafourcade,Musas,False
2018,Best Latin Pop Album,Pablo Alborán,Prometo,False
2018,Best Latin Pop Album,Claudia Brant,Sincera,True
2018,"Best Latin Rock, Urban or Alternative Album",Orishas,Gourmet,False
2018,"Best Latin Rock, Urban or Alternative Album",Monsieur Periné,Encanto Tropical,False
2018,"Best Latin Rock, Urban or Alternative Album",COASTCITY,Coastcity,False
2018,"Best Latin Rock, Urban or Alternative Album",Aterciopelados,Claroscura,False
2018,"Best Latin Rock, Urban or Alternative Album",Zoé,Aztlán,True
2018,Best Metal Performance,Underoath,On My Teeth,False
2018,Best Metal Performance,Trivium,Betrayer,False
2018,Best Metal Performance,Deafheaven,Honeycomb,False
2018,Best Metal Performance,High On Fire,Electric Messiah,True
2018,Best Music Film,Itzhak Perlman,Itzhak,False
2018,Best Music Film,Eric Clapton,Life In 12 Bars,False
2018,Best Music Film,Quincy Jones,Quincy,True
2018,Best Music Video,Tierra Whack,MUMBO JUMBO,False
2018,Best Music Video,Joyner Lucas,I'm Not Racist,False
2018,Best Music Video,The Carters,Apes***,False
2018,Best Music Video,Childish Gambino,This Is America,True
2018,Best New Age Album,Jim Kimo West,Moku Maluhia - Peaceful Island,False
2018,Best New Age Album,Steve Roach,Molecules Of Motion,False
2018,Best New Age Album,Snatam Kaur,Beloved,False
2018,Best New Age Album,Lisa Gerrard,Hiraeth,False
2018,Best New Age Album,Opium Moon,Opium Moon,True
2018,Best Pop Duo/Group Performance,Zedd,The Middle,False
2018,Best Pop Duo/Group Performance,Justin Timberlake,Say Something,False
2018,Best Pop Duo/Group Performance,Maroon 5,Girls Like You,False
2018,Best Pop Duo/Group Performance,Tony Bennett,'S Wonderful,False
2018,Best Pop Duo/Group Performance,Backstreet Boys,Don't Go Breaking My Heart,False
2018,Best Pop Duo/Group Performance,Christina Aguilera,Fall In Line,False
2018,Best Pop Duo/Group Performance,Lady Gaga,Shallow,True
2018,Best Pop Solo Performance,Post Malone,Better Now,False
2018,Best Pop Solo Performance,Ariana Grande,God Is A Woman,False
2018,Best Pop Solo Performance,Camila Cabello,Havana,False
2018,Best Pop Solo Performance,Beck,Colors,False
2018,Best Pop Solo Performance,Lady Gaga,Joanne,True
2018,Best Pop Vocal Album,Taylor Swift,Reputation,False
2018,Best Pop Vocal Album,P!nk,Beautiful Trauma,False
2018,Best Pop Vocal Album,Shawn Mendes,Shawn Mendes,False
2018,Best Pop Vocal Album,Kelly Clarkson,Meaning Of Life,False
2018,Best Pop Vocal Album,Camila Cabello,Camila,False
2018,Best Pop Vocal Album,Ariana Grande,Sweetener,True
2018,Best R&B Album,PJ Morton,Gumbo Unplugged,False
2018,Best R&B Album,Lalah Hathaway,Honestly,False
2018,Best R&B Album,Leon Bridges,Good Thing,False
2018,Best R&B Album,Toni Braxton,Sex & Cigarettes,False
2018,Best R&B Album,H.E.R.,H.E.R.,True
2018,Best R&B Performance,PJ Morton,First Began,False
2018,Best R&B Performance,Lalah Hathaway,Y O Y,False
2018,Best R&B Performance,The Carters,Summer,False
2018,Best R&B Performance,Toni Braxton,Long As I Live,False
2018,Best R&B Performance,H.E.R.,Best Part,True
2018,Best Rap Album,Travis Scott,Astroworld,False
2018,Best Rap Album,Pusha T,Daytona,False
2018,Best Rap Album,Nipsey Hussle,Victory Lap,False
2018,Best Rap Album,Mac Miller,Swimming,False
2018,Best Rap Album,Cardi B,Invasion Of Privacy,True
2018,Best Rap Performance,Travis Scott,Sicko Mode,False
2018,Best Rap Performance,Drake,Nice For What,False
2018,Best Rap Performance,Cardi B,Be Careful,False
2018,Best Rap Performance,Anderson .Paak,Bubblin,True
2018,Best Rap/Sung Performance,Post Malone,Rockstar,False
2018,Best Rap/Sung Performance,Kendrick Lamar,All The Stars,False
2018,Best Rap/Sung Performance,6lack,Pretty Little Fears,False
2018,Best Rap/Sung Performance,Christina Aguilera,Like I Do,False
2018,Best Rap/Sung Performance,Childish Gambino,This Is America,True
2018,Best Reggae Album,Protoje,A Matter Of Time,False
2018,Best Reggae Album,Ziggy Marley,Rebellion Rises,False
2018,Best Reggae Album,Etana,Reggae Forever,False
2018,Best Reggae Album,Black Uhuru,As The World Turns,False
2018,Best Reggae Album,Shaggy,44/876,True
2018,Best Regional Mexican Music Album (Including Tejano),Mariachi Sol De Mexico De Jose Hernandez,Leyendas De Mi Pueblo,False
2018,Best Regional Mexican Music Album (Including Tejano),Los Texmaniacs,Cruzando Borders,False
2018,Best Regional Mexican Music Album (Including Tejano),Aida Cuevas,Totalmente Juan Gabriel Vol. II,False
2018,Best Regional Mexican Music Album (Including Tejano),Calibre 50,Mitad Y Mitad,False
2018,Best Regional Mexican Music Album (Including Tejano),Angela Aguilar,Primero Soy Mexicana,False
2018,Best Regional Mexican Music Album (Including Tejano),Luis Miguel,¡México Por Siempre!,True
2018,Best Regional Roots Music Album,Young Spirit,Mewasinsational - Cree Round Dance Songs,False
2018,Best Regional Roots Music Album,Na Hoa,Aloha From Na Hoa,False
2018,Best Regional Roots Music Album,Cha Wa,Spyboy,False
2018,Best Regional Roots Music Album,Sean Ardoin,Kreole Rock And Soul,False
2018,Best Regional Roots Music Album,Kalani Pe'a,No 'Ane'i,True
2018,Best Rock Album,Weezer,Pacific Daydream,False
2018,Best Rock Album,Ghost,Prequelle,False
2018,Best Rock Album,Fall Out Boy,M A  N   I    A,False
2018,Best Rock Album,Alice In Chains,Rainier Fog,False
2018,Best Rock Album,Greta Van Fleet,From The Fires,True
2018,Best Rock Performance,Halestorm,Uncomfortable,False
2018,Best Rock Performance,Greta Van Fleet,Highway Tune,False
2018,Best Rock Performance,THE FEVER 333,Made An America,False
2018,Best Rock Performance,Arctic Monkeys,Four Out Of Five,False
2018,Best Rock Performance,Chris Cornell,When Bad Does Good,True
2018,Best Roots Gospel Album,Gordon Mote,Love Love Love,False
2018,Best Roots Gospel Album,The Martins,Still Standing,False
2018,Best Roots Gospel Album,The Isaacs,Favorites: Revisited By Request,False
2018,Best Roots Gospel Album,Ernie Haase,Clear Skies,False
2018,Best Roots Gospel Album,Jason Crabb,Unexpected,True
2018,"Best Spoken Word Album (Includes Poetry, Audio Books & Storytelling)",Tiffany Haddish,The Last Black Unicorn,False
2018,"Best Spoken Word Album (Includes Poetry, Audio Books & Storytelling)",Questlove,Creative Quest,False
2018,"Best Spoken Word Album (Includes Poetry, Audio Books & Storytelling)",David Sedaris,Calypso,False
2018,"Best Spoken Word Album (Includes Poetry, Audio Books & Storytelling)",Courtney B. Vance,Accessory To War,False
2018,"Best Spoken Word Album (Includes Poetry, Audio Books & Storytelling)",Jimmy Carter,Faith  - A Journey For All,True
2018,Best Traditional Blues Album,Maria Muldaur,Don't You Feel My Leg,False
2018,Best Traditional Blues Album,Ben Harper,No Mercy In This Land,False
2018,Best Traditional Blues Album,Cedric Burnside,Benton County Relic,False
2018,Best Traditional Blues Album,Elvin Bishop's Big Fun Trio,Something Smells Funky 'Round Here,False
2018,Best Traditional Blues Album,Buddy Guy,The Blues Is Alive And Well,True
2018,Best Traditional Pop Vocal Album,Barbra Streisand,The Music...The Mem'ries...The Magic!,False
2018,Best Traditional Pop Vocal Album,Seal,Standards,False
2018,Best Traditional Pop Vocal Album,Gregory Porter,Nat   King   Cole & Me,False
2018,Best Traditional Pop Vocal Album,Tony Bennett,Love Is Here To Stay,False
2018,Best Traditional Pop Vocal Album,Willie Nelson,My Way,True
2018,Best Traditional R&B Performance,Charlie Wilson,Made For Love,False
2018,Best Traditional R&B Performance,MAJOR.,Honest,False
2018,Best Traditional R&B Performance,Bettye LaVette,Don't Fall Apart On Me Tonight,False
2018,Best Traditional R&B Performance,PJ Morton,How Deep Is Your Love,True
2018,Best Tropical Latin Album,Felipe Peláez,Ponle Actitud,False
2018,Best Tropical Latin Album,Orquesta Akokán,Orquesta Akokán,False
2018,Best Tropical Latin Album,Formell Y Los Van Van,Legado,False
2018,Best Tropical Latin Album,Charlie Aponte,Pa' Mi Gente,False
2018,Best Tropical Latin Album,Spanish Harlem Orchestra,Anniversary,True
2018,Best Urban Contemporary Album,Meshell Ndegeocello,Ventriloquism,False
2018,Best Urban Contemporary Album,Miguel,War & Leisure,False
2018,Best Urban Contemporary Album,Chloe x Halle,The Kids Are Alright,False
2018,Best Urban Contemporary Album,The Carters,Everything Is Love,True
2018,Best World Music Album,Yiddish Glory,The Lost Songs Of World War II,False
2018,Best World Music Album,Seun Kuti,Black Times,False
2018,Best World Music Album,Fatoumata Diawara,Fenfo,False
2018,Best World Music Album,Bombino,Deran,False
2018,Best World Music Album,Soweto Gospel Choir,Freedom,True
2018,Record Of The Year,Zedd,The Middle,False
2018,Record Of The Year,Post Malone,Rockstar,False
2018,Record Of The Year,Kendrick Lamar,All The Stars,False
2018,Record Of The Year,Lady Gaga,Shallow,False
2018,Record Of The Year,Drake,God's Plan,False
2018,Record Of The Year,Brandi Carlile,The Joke,False
2018,Record Of The Year,Cardi B,I Like It,False
2018,Record Of The Year,Childish Gambino,This Is America,True
2019,Album Of The Year,Vampire Weekend,Father Of The Bride,False
2019,Album Of The Year,Lizzo,Cuz I Love You,False
2019,Album Of The Year,Lil Nas X,7,False
2019,Album Of The Year,H.E.R.,I Used To Know Her,False
2019,Album Of The Year,Ariana Grande,"thank u, next",False
2019,Album Of The Year,Lana Del Rey,Norman F***ing Rockwell!,False
2019,Album Of The Year,Bon Iver,"I,I",False
2019,Album Of The Year,Billie Eilish,"When We All Fall Asleep, Where Do We Go?",True
2019,Best Alternative Music Album,Thom Yorke,Anima,False
2019,Best Alternative Music Album,Bon Iver,"I,I",False
2019,Best Alternative Music Album,James Blake,Assume Form,False
2019,Best Alternative Music Album,Big Thief,U.F.O.F.,False
2019,Best Alternative Music Album,Vampire Weekend,Father Of The Bride,True
2019,Best American Roots Performance,Yola,Faraway Look,False
2019,Best American Roots Performance,Rhiannon Giddens,I'm On My Way,False
2019,Best American Roots Performance,Calexico,Father Mountain,False
2019,Best American Roots Performance,Sara Bareilles,Saint Honesty,True
2019,Best Americana Album,Yola,Walk Through Fire,False
2019,Best Americana Album,J.S. Ondara,Tales Of America,False
2019,Best Americana Album,Madison Cunningham,Who Are You Now,False
2019,Best Americana Album,Calexico,Years To Burn,False
2019,Best Americana Album,Keb' Mo',Oklahoma,True
2019,Best Bluegrass Album,Frank Solivan,If You Can't Stand The Heat,False
2019,Best Bluegrass Album,Missy Raines,Royal Traveller,False
2019,Best Bluegrass Album,The Po’ Ramblin’ Boys,"Toil, Tears & Trouble",False
2019,Best Bluegrass Album,Doyle Lawson,"Live In Prague, Czech Republic",False
2019,Best Bluegrass Album,Michael Cleveland,Tall Fiddler,True
2019,Best Children's Music Album,The Okee Dokee Brothers,Winterland,False
2019,Best Children's Music Album,Alphabet Rockers,The Love,False
2019,Best Children's Music Album,Daniel Tashian,I Love Rainy Days,False
2019,Best Children's Music Album,Caspar Babypants,Flying High!,False
2019,Best Children's Music Album,Jon Samson,Ageless Songs for the Child Archetype,True
2019,Best Comedy Album,Trevor Noah,Son Of Patricia,False
2019,Best Comedy Album,Aziz Ansari,Right Now,False
2019,Best Comedy Album,Ellen DeGeneres,Relatable,False
2019,Best Comedy Album,Jim Gaffigan,Quality Time,False
2019,Best Comedy Album,Dave Chappelle,Sticks & Stones,True
2019,Best Compilation Soundtrack For Visual Media,Taron Egerton,Rocketman,False
2019,Best Compilation Soundtrack For Visual Media,Lady Gaga,A Star Is Born,True
2019,Best Contemporary Blues Album,Southern Avenue,Keep On,False
2019,Best Contemporary Blues Album,Sugaray Rayford,Somebody Save Me,False
2019,Best Contemporary Blues Album,Robert Randolph,Brighter Days,False
2019,Best Contemporary Blues Album,Larkin Poe,Venom & Faith,False
2019,Best Contemporary Blues Album,Gary Clark Jr.,This Land,True
2019,Best Contemporary Christian Music Album,Chris Tomlin,Holy Roar,False
2019,Best Contemporary Christian Music Album,TobyMac,The Elements,False
2019,Best Contemporary Christian Music Album,Danny Gokey,Haven't Seen It Yet,False
2019,Best Contemporary Christian Music Album,Crowder,I Know A Ghost,False
2019,Best Contemporary Instrumental Album,Lettuce,Elevate,False
2019,Best Contemporary Instrumental Album,Mark Guiliana,Beat Music! Beat Music! Beat Music!,False
2019,Best Contemporary Instrumental Album,Theo Croker,Star People Nation,False
2019,Best Contemporary Instrumental Album,Christian Scott aTunde Adjuah,Ancestral Recall,False
2019,Best Contemporary Instrumental Album,Rodrigo y Gabriela,Mettavolution,True
2019,Best Country Album,Thomas Rhett,Center Point Road,False
2019,Best Country Album,Pistol Annies,Interstate Gospel,False
2019,Best Country Album,Reba McEntire,Stronger Than The Truth,False
2019,Best Country Album,Eric Church,Desperate Man,False
2019,Best Country Album,Tanya Tucker,While I'm Livin',True
2019,Best Country Duo/Group Performance,Maren Morris,Common,False
2019,Best Country Duo/Group Performance,Little Big Town,The Daughters,False
2019,Best Country Duo/Group Performance,Brothers Osborne,I Don't Remember Me,False
2019,Best Country Duo/Group Performance,Luke Combs,Brand New Man,False
2019,Best Country Duo/Group Performance,Dan + Shay,Speechless,True
2019,Best Country Solo Performance,Tanya Tucker,Bring My Flowers Now,False
2019,Best Country Solo Performance,Blake Shelton,God's Country,False
2019,Best Country Solo Performance,Ashley McBryde,Girl Goin' Nowhere,False
2019,Best Country Solo Performance,Tyler Childers,All Your’n,False
2019,Best Country Solo Performance,Willie Nelson,Ride Me Back Home,True
2019,Best Dance Recording,Skrillex,Midnight Hour,False
2019,Best Dance Recording,RÜFÜS DU SOL,Underwater,False
2019,Best Dance Recording,Meduza,Piece Of Your Heart,False
2019,Best Dance Recording,Bonobo,Linked,False
2019,Best Dance Recording,The Chemical Brothers,Got To Keep On,True
2019,Best Dance/Electronic Album,Tycho,Weather,False
2019,Best Dance/Electronic Album,RÜFÜS DU SOL,SOLACE,False
2019,Best Dance/Electronic Album,Flume,Hi This Is Flume,False
2019,Best Dance/Electronic Album,Apparat,LP5,False
